id,file,topic-00,topic-01,topic-02,topic-03,topic-04,topic-05,topic-06,topic-07,topic-08,topic-09,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,,,,,,,,,,,,,,,,,,,,
169,paragraph-4-1-61-001.md,0.052912621,4.85E-04,0.047087379,0.045145631,0.002427184,4.85E-04,0.14223301,4.85E-04,0.132524272,4.85E-04,0.012135922,0.017961165,0.002427184,0.050970874,0.004368932,0.027669903,0.359708738,0.002427184,0.095631068,0.002427184,,,,,,,,,,,,,,,,,,,,
170,paragraph-4-1-61-002.md,1.60E-04,0.07428115,0.013578275,0.016134185,0.004632588,0.00399361,0.126038339,1.60E-04,0.145846645,0.031469649,0.0014377,0.006549521,0.009105431,1.60E-04,0.035303514,7.99E-04,0.408466454,0.010383387,0.076837061,0.034664537,,,,,,,,,,,,,,,,,,,,
171,paragraph-4-1-61-003.md,5.88E-04,0.047647059,5.88E-04,0.106470588,5.88E-04,5.88E-04,0.111176471,5.88E-04,0.075882353,0.085294118,0.031176471,0.026470588,0.005294118,5.88E-04,0.007647059,5.88E-04,0.393529412,5.88E-04,0.104117647,5.88E-04,,,,,,,,,,,,,,,,,,,,
172,paragraph-4-1-61-004.md,0.103531599,0.080483271,1.86E-04,0.064126394,0.016542751,0.061152416,0.173420074,1.86E-04,0.0633829,9.29E-04,0.009107807,0.006133829,0.003903346,0.012825279,0.007620818,9.29E-04,0.278252788,0.001672862,0.105018587,0.010594796,,,,,,,,,,,,,,,,,,,,
173,paragraph-4-1-62-001.md,0.107142857,0.091904762,0.013809524,4.76E-04,0.004285714,0.05,0.08047619,0.025238095,0.213809524,0.061428571,0.029047619,4.76E-04,4.76E-04,0.017619048,0.008095238,0.118571429,0.006190476,0.008095238,0.152857143,0.01,,,,,,,,,,,,,,,,,,,,
174,paragraph-4-1-62-002.md,0.111454047,0.020096022,0.004183813,0.042592593,0.018998628,0.023113855,0.184156379,6.17E-04,0.083196159,0.056584362,0.007201646,0.015980796,0.003909465,0.001989026,0.021193416,0.246982167,0.056310014,6.86E-05,0.087860082,0.01351166,,,,,,,,,,,,,,,,,,,,
175,paragraph-4-1-62-003.md,0.036338798,0.012295082,0.051639344,2.73E-04,0.007923497,0.022131148,0.120491803,2.73E-04,0.170765027,0.064754098,0.003551913,0.013387978,0.002459016,0.005737705,0.204644809,0.080054645,0.062568306,2.73E-04,0.140163934,2.73E-04,,,,,,,,,,,,,,,,,,,,
176,paragraph-4-1-63-001.md,0.092490842,0.127655678,0.018498168,1.83E-04,0.005311355,0.027289377,0.134981685,0.008974359,0.202380952,0.023626374,0.003846154,1.83E-04,0.012637363,0.003113553,0.003113553,0.108608059,0.076373626,1.83E-04,0.126190476,0.024358974,,,,,,,,,,,,,,,,,,,,
177,paragraph-4-1-63-002.md,0.17848723,0.061394892,0.005206287,0.002455796,8.84E-04,0.080255403,0.162770138,0.001669941,0.09086444,0.011493124,0.053536346,0.001277014,9.82E-05,9.82E-05,0.002062868,0.024066798,0.185952849,0.004420432,0.132907662,9.82E-05,,,,,,,,,,,,,,,,,,,,
178,paragraph-4-2-64-001.md,0.00210084,4.20E-04,4.20E-04,4.20E-04,4.20E-04,4.20E-04,0.237394958,0.689495798,4.20E-04,4.20E-04,4.20E-04,4.20E-04,0.003781513,0.00210084,0.047478992,4.20E-04,0.003781513,4.20E-04,4.20E-04,0.008823529,,,,,,,,,,,,,,,,,,,,
179,paragraph-4-2-64-002.md,0.002079208,9.90E-05,8.91E-04,9.90E-05,0.712970297,9.90E-05,0.26980198,0.005643564,0.002079208,0.003663366,9.90E-05,9.90E-05,8.91E-04,9.90E-05,9.90E-05,9.90E-05,9.90E-05,8.91E-04,9.90E-05,9.90E-05,,,,,,,,,,,,,,,,,,,,
180,paragraph-4-2-64-001.md,4.20E-04,4.20E-04,4.20E-04,4.20E-04,4.20E-04,4.20E-04,0.245798319,0.682773109,0.007142857,4.20E-04,0.003781513,4.20E-04,4.20E-04,4.20E-04,0.047478992,0.00210084,4.20E-04,4.20E-04,4.20E-04,0.005462185,,,,,,,,,,,,,,,,,,,,
181,paragraph-4-2-64-002.md,9.90E-05,9.90E-05,4.95E-04,4.95E-04,0.70980198,9.90E-05,0.265445545,0.018712871,0.002079208,9.90E-05,9.90E-05,9.90E-05,9.90E-05,9.90E-05,9.90E-05,9.90E-05,8.91E-04,8.91E-04,9.90E-05,9.90E-05,,,,,,,,,,,,,,,,,,,,
182,paragraph-4-2-64-003.md,3.49E-05,7.33E-04,3.49E-05,5.93E-04,3.49E-05,3.49E-05,0.275122121,0.019434752,3.49E-05,3.49E-05,7.33E-04,1.74E-04,0.555652477,3.49E-05,3.49E-05,1.74E-04,1.74E-04,3.49E-05,0.145464061,0.001430565,,,,,,,,,,,,,,,,,,,,
183,paragraph-4-2-64-003.md,7.33E-04,3.49E-05,0.002407537,3.49E-05,3.49E-05,5.93E-04,0.278471738,0.019155618,3.49E-05,1.74E-04,3.49E-05,3.49E-05,0.554675506,4.54E-04,3.49E-05,1.74E-04,3.49E-05,3.49E-05,0.142812282,3.49E-05,,,,,,,,,,,,,,,,,,,,
184,paragraph-4-2-64-001.md,4.20E-04,4.20E-04,4.20E-04,4.20E-04,4.20E-04,4.20E-04,0.240756303,0.696218487,0.013865546,4.20E-04,4.20E-04,4.20E-04,4.20E-04,0.00210084,0.040756303,4.20E-04,4.20E-04,4.20E-04,4.20E-04,4.20E-04,,,,,,,,,,,,,,,,,,,,
185,paragraph-4-2-64-002.md,9.90E-05,4.95E-04,9.90E-05,4.95E-04,0.69990099,9.90E-05,0.277326733,0.01,0.002871287,9.90E-05,4.95E-04,9.90E-05,9.90E-05,9.90E-05,8.91E-04,0.002871287,4.95E-04,0.002079208,4.95E-04,8.91E-04,,,,,,,,,,,,,,,,,,,,
186,paragraph-4-2-64-003.md,3.49E-05,3.49E-05,0.001430565,4.54E-04,0.001988835,3.49E-05,0.282100488,0.018178646,3.49E-05,3.49E-05,3.49E-05,3.49E-05,0.546859735,3.14E-04,3.49E-05,0.001290998,1.74E-04,1.74E-04,0.146441033,3.14E-04,,,,,,,,,,,,,,,,,,,,
187,paragraph-4-2-64-004.md,2.78E-05,0.105413659,2.78E-05,2.78E-05,2.78E-05,2.78E-05,0.220571904,2.78E-05,0.092531927,0.44811216,1.39E-04,0.001027207,2.78E-05,2.50E-04,0.011132704,0.001138257,0.038117712,5.83E-04,0.080760689,2.78E-05,,,,,,,,,,,,,,,,,,,,
188,paragraph-4-2-64-004.md,2.78E-05,0.104969461,1.39E-04,2.78E-05,0.00247085,2.78E-05,0.215241532,2.78E-05,0.09386452,0.448334259,4.72E-04,2.78E-05,4.72E-04,1.39E-04,0.011243753,0.0023598,0.039450305,2.78E-05,0.080649639,2.78E-05,,,,,,,,,,,,,,,,,,,,
189,paragraph-4-2-65-001.md,1.58E-04,0.282807571,0.001419558,0.01466877,0.05126183,0.032334385,0.17681388,1.58E-04,0.039905363,0.076498423,0.024132492,0.026656151,0.002050473,1.58E-04,1.58E-04,0.001419558,0.045583596,0.008990536,0.203312303,0.011514196,,,,,,,,,,,,,,,,,,,,
190,paragraph-4-2-65-002.md,0.001914894,0.304893617,0.034255319,0.015531915,0.009574468,0.008723404,0.246170213,0.003617021,0.042765957,0.071702128,0.045319149,0.004468085,2.13E-04,0.019787234,0.002765957,0.00106383,0.035106383,0.021489362,0.094680851,0.035957447,,,,,,,,,,,,,,,,,,,,
191,paragraph-4-2-65-003.md,0.006521739,0.199068323,3.11E-04,0.011490683,0.03757764,3.11E-04,0.176708075,0.012732919,0.026397516,0.097204969,0.013975155,3.11E-04,3.11E-04,3.11E-04,0.036335404,3.11E-04,0.258695652,3.11E-04,0.120807453,3.11E-04,,,,,,,,,,,,,,,,,,,,
192,paragraph-4-2-66-001.md,0.023793103,0.08862069,0.030689655,0.003103448,0.004482759,0.085862069,0.116206897,0.001724138,0.312068966,0.09137931,3.45E-04,0.001724138,0.004482759,3.45E-04,3.45E-04,3.45E-04,0.09,3.45E-04,0.113448276,0.030689655,,,,,,,,,,,,,,,,,,,,
193,paragraph-4-2-66-002.md,0.007312253,0.108498024,0.006521739,0.061067194,1.98E-04,0.150395257,0.176482213,1.98E-04,0.092687747,0.125098814,9.88E-04,0.006521739,0.006521739,0.042094862,0.004150198,0.047628458,0.020750988,0.007312253,0.106126482,0.02944664,,,,,,,,,,,,,,,,,,,,
194,paragraph-4-2-66-003.md,0.002994555,0.034936479,0.005898367,0.012794918,0.055989111,0.1176951,0.34092559,0.010980036,0.013157895,9.07E-05,0.008076225,0.018965517,0.040381125,0.004083485,8.17E-04,0.008439201,0.003357532,0.180490018,0.138021779,0.001905626,,,,,,,,,,,,,,,,,,,,
195,paragraph-4-2-66-004.md,0.051550388,0.073255814,0.00503876,0.05,0.014341085,0.020542636,0.277906977,0.003488372,0.08255814,0.081007752,3.88E-04,0.001937984,0.053100775,3.88E-04,3.88E-04,0.01124031,0.076356589,0.012790698,0.156976744,0.026744186,,,,,,,,,,,,,,,,,,,,
196,paragraph-4-2-66-005.md,0.048095238,0.09952381,0.095714286,0.135714286,0.006190476,4.76E-04,0.198571429,4.76E-04,0.164285714,0.08047619,0.01952381,0.004285714,0.004285714,4.76E-04,0.023333333,0.046190476,0.030952381,0.01,0.029047619,0.002380952,,,,,,,,,,,,,,,,,,,,
197,paragraph-4-2-66-006.md,2.35E-04,0.054694836,0.00399061,0.113849765,2.35E-04,0.07629108,0.228403756,0.008685446,0.033098592,0.034976526,0.020892019,0.058450704,0.009624413,0.006807512,0.021830986,0.022769953,0.191784038,0.001173709,0.111971831,2.35E-04,,,,,,,,,,,,,,,,,,,,
198,paragraph-4-2-67-001.md,0.008222222,0.040222222,0.01,0.066888889,0.004666667,0.018888889,0.177111111,0.009111111,0.135333333,0.039333333,0.007333333,0.001111111,2.22E-04,0.018,0.044666667,0.298888889,0.015333333,2.22E-04,0.098,0.006444444,,,,,,,,,,,,,,,,,,,,
199,paragraph-4-2-67-002.md,0.042039801,0.032089552,0.012189055,2.49E-04,0.003233831,2.49E-04,0.281840796,0.005223881,0.09278607,0.12960199,2.49E-04,2.49E-04,0.003233831,2.49E-04,0.026119403,0.247014925,2.49E-04,0.003233831,0.084825871,0.035074627,,,,,,,,,,,,,,,,,,,,
200,paragraph-4-2-67-003.md,0.083962264,0.027358491,0.03490566,9.43E-04,0.027358491,0.012264151,0.06509434,9.43E-04,0.031132075,0.129245283,9.43E-04,9.43E-04,0.008490566,9.43E-04,9.43E-04,0.227358491,0.03490566,0.144339623,0.151886792,0.016037736,,,,,,,,,,,,,,,,,,,,
201,paragraph-4-2-67-004.md,0.060687023,0.010305344,0.004707379,0.014885496,0.005725191,0.038804071,0.211832061,0.001653944,0.055597964,0.038295165,0.003689567,0.005216285,0.009796438,0.005216285,0.022519084,0.397582697,0.001145038,0.015903308,0.096310433,1.27E-04,,,,,,,,,,,,,,,,,,,,
202,paragraph-4-2-68-001.md,0.040588235,0.075882353,5.88E-04,0.002941176,0.007647059,0.082941176,0.212352941,5.88E-04,0.212352941,0.108823529,5.88E-04,0.007647059,0.007647059,5.88E-04,5.88E-04,0.115882353,0.014705882,0.014705882,0.087647059,0.005294118,,,,,,,,,,,,,,,,,,,,
203,paragraph-4-2-68-002.md,0.03089172,0.03343949,0.065286624,0.109872611,0.021974522,3.18E-04,0.128980892,0.015605096,0.065286624,0.035987261,0.001592357,0.048726115,0.053821656,0.007961783,0.035987261,0.055095541,3.18E-04,0.146815287,0.079299363,0.062738854,,,,,,,,,,,,,,,,,,,,
204,paragraph-4-2-68-003.md,0.003113553,0.047802198,0.022161172,0.085164835,0.021428571,0.027289377,0.206043956,0.044139194,0.044139194,0.025091575,0.03021978,0.030952381,1.83E-04,0.001648352,0.028021978,0.04047619,1.83E-04,0.184798535,0.135714286,0.021428571,,,,,,,,,,,,,,,,,,,,
205,paragraph-4-2-68-004.md,0.008415842,0.05,0.073762376,0.053960396,4.95E-04,0.097524752,0.085643564,0.02029703,0.087623762,0.129207921,0.065841584,0.004455446,0.002475248,4.95E-04,0.057920792,0.055940594,4.95E-04,0.111386139,0.075742574,0.018316832,,,,,,,,,,,,,,,,,,,,
206,paragraph-4-3-69-001.md,0.086997319,0.030160858,0.001206434,0.09075067,0.018364611,0.020509383,0.151340483,0.015147453,0.223190349,0.029088472,0.062868633,0.007104558,0.021045576,0.001206434,0.006032172,0.03766756,0.001742627,0.010857909,0.09772118,0.086997319,,,,,,,,,,,,,,,,,,,,
207,paragraph-4-3-69-002.md,0.060412574,0.031466929,0.05124427,0.01037983,0.012344466,0.005533726,0.227013752,0.020072037,0.107432875,0.027799607,0.205533726,0.005271775,0.017976424,0.003831041,0.010117878,0.023608382,0.007367387,0.012737394,0.133235102,0.026620825,,,,,,,,,,,,,,,,,,,,
208,paragraph-4-3-69-003.md,0.021331399,0.050940282,0.018930679,0.036235871,0.007327198,0.013128939,0.186681004,0.006526958,0.121261378,0.03093428,0.260603181,0.014829449,0.012828849,2.25E-04,0.004026208,0.02413224,0.018530559,0.013429029,0.130064019,0.02803341,,,,,,,,,,,,,,,,,,,,
209,paragraph-4-3-69-004.md,0.006950147,0.037917889,0.01340176,9.68E-04,0.010821114,0.00941349,0.177859238,7.33E-04,0.22431085,0.05797654,0.128123167,3.81E-04,0.002961877,0.004134897,0.141143695,0.023372434,0.034633431,0.007067449,0.117800587,2.93E-05,,,,,,,,,,,,,,,,,,,,
210,paragraph-4-3-70-001.md,0.025051975,0.111538462,0.008004158,0.015072765,0.005509356,0.006340956,0.134823285,1.04E-04,0.112370062,0.058731809,0.207588358,0.002182952,5.20E-04,0.003014553,0.021725572,1.04E-04,0.116528067,0.007588358,0.141060291,0.022141372,,,,,,,,,,,,,,,,,,,,
211,paragraph-4-3-70-002.md,0.047073171,0.146585366,2.44E-04,0.004146341,0.026585366,0.043170732,0.122195122,0.003170732,0.05,0.026585366,0.232439024,2.44E-04,2.44E-04,0.001219512,0.019756098,0.033414634,0.067560976,0.007073171,0.160243902,0.00804878,,,,,,,,,,,,,,,,,,,,
212,paragraph-4-3-70-003.md,4.00E-04,0.1588,4.00E-04,4.00E-04,0.0212,0.0308,0.0548,4.00E-04,0.1364,0.074,0.1252,0.002,4.00E-04,0.0324,0.026,0.002,0.1556,0.0052,0.1732,4.00E-04,,,,,,,,,,,,,,,,,,,,
213,paragraph-4-3-71-001.md,8.09E-04,0.100485437,0.015695793,0.023462783,0.009223301,0.02605178,0.191747573,0.002750809,0.182686084,0.026699029,0.140614887,0.003398058,0.006634304,0.033171521,0.006634304,0.012459547,0.040938511,1.62E-04,0.17038835,0.005987055,,,,,,,,,,,,,,,,,,,,
214,paragraph-4-3-71-002.md,0.024162982,0.08228048,0.010265319,0.002053064,0.0039482,0.027953253,0.204832596,0.03679722,0.139134555,0.083543904,0.159349337,1.58E-04,0.009001895,0.026689829,0.032375237,0.001421352,0.002684776,7.90E-04,0.140397979,0.012160455,,,,,,,,,,,,,,,,,,,,
215,paragraph-4-3-71-003.md,0.040962099,0.059037901,0.029300292,0.056705539,0.003644315,0.203061224,0.192565598,0.022303207,0.067784257,0.091690962,0.046209913,0.008892128,0.010641399,0.004227405,1.46E-04,1.46E-04,0.021137026,0.010641399,0.105685131,0.025218659,,,,,,,,,,,,,,,,,,,,
216,paragraph-4-3-71-004.md,5.06E-05,0.017239636,0.008341759,0.073255814,0.077300303,0.134327604,0.200050556,0.022901921,0.061122346,0.019059656,0.100758342,0.026137513,0.029373104,5.06E-05,0.024519717,0.009150657,0.02148635,0.046157735,0.110869565,0.017846309,,,,,,,,,,,,,,,,,,,,
217,paragraph-4-3-71-006.md,0.003581662,0.061461318,0.043696275,0.011031519,0.024212034,0.133667622,0.163467049,1.43E-04,0.100429799,0.025358166,0.138252149,7.16E-04,0.00530086,0.004154728,0.003008596,0.070057307,0.023065903,0.025931232,0.162320917,1.43E-04,,,,,,,,,,,,,,,,,,,,
218,paragraph-4-3-72-001.md,0.024112257,0.03419244,0.051145475,5.15E-04,0.002119129,0.030068729,0.171649485,0.00532646,0.09696449,0.02021764,0.039461627,2.86E-04,0.025715922,0.009221077,0.029152348,0.254810997,0.009679267,0.005555556,0.162485682,0.027319588,,,,,,,,,,,,,,,,,,,,
219,paragraph-4-3-72-002.md,0.01342711,0.055882353,0.058951407,0.021611253,0.022634271,0.04769821,0.135677749,0.001150895,0.144373402,0.030306905,0.043606138,1.28E-04,1.28E-04,0.006265985,0.031329923,0.233375959,0.014961637,1.28E-04,0.132608696,0.005754476,,,,,,,,,,,,,,,,,,,,
220,paragraph-4-3-72-003.md,0.024750831,0.049335548,0.073920266,0.011461794,0.016112957,0.01345515,0.154318937,0.003488372,0.116445183,0.024086379,0.073920266,0.006146179,0.01744186,1.66E-04,0.011461794,0.168272425,0.019435216,0.083222591,0.129734219,0.00282392,,,,,,,,,,,,,,,,,,,,
221,paragraph-4-3-72-004.md,0.028765432,0.040617284,0.033209877,0.036666667,0.026296296,0.021358025,0.172469136,0.033209877,0.11962963,0.050493827,0.082592593,0.00308642,0.012962963,6.17E-04,0.013950617,0.152222222,0.011975309,0.035185185,0.117654321,0.007037037,,,,,,,,,,,,,,,,,,,,
222,paragraph-4-3-73-001.md,5.52E-04,0.016445916,0.004083885,0.006732892,1.10E-04,0.053090508,0.182450331,1.10E-04,0.102538631,0.054415011,0.089735099,0.003200883,1.10E-04,1.10E-04,0.263245033,0.027041943,0.074282561,9.93E-04,0.118874172,0.00187638,,,,,,,,,,,,,,,,,,,,
223,paragraph-4-3-73-002.md,4.35E-04,0.023043478,0.043913043,4.35E-04,0.010869565,0.078695652,0.083913043,4.35E-04,0.092608696,0.083913043,0.099565217,0.002173913,0.010869565,0.026521739,0.22826087,0.076956522,4.35E-04,0.010869565,0.125652174,4.35E-04,,,,,,,,,,,,,,,,,,,,
